what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.javaAppletShortcut.run",1458592202057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592202069
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592203872
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592204260
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592210974
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.javaAppletShortcut.run",1458592222950
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592222958
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592224665
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592224974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592226928
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592230738
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592231519
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1458592246140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1458592272599
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1458592301735
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1458592307672
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.javaAppletShortcut.run",1458592312542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592312554
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592313982
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592314403
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592334124
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592335559
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1458592335598
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1458592336567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592340354
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1458592346509
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592348219
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592348419
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1458592351865
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592352227
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1458592352267
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592354838
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1458592364834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592366916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592367117
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1458592368764
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textEnd",1458592403366
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.textStart",1458592406247
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592408346
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1458592410922
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.line",1458592410943
